model,lambda_c,fold,strategy,n_interventions,accuracy,run_id,run_name,source_summary_key
CEM,0.5,5,random,1,0.8261216881906537,fl5spwga,CEM_adam_lr1e-03_bs512_lam_c0.5_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,0.5,5,random,2,0.8265211023831713,fl5spwga,CEM_adam_lr1e-03_bs512_lam_c0.5_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,0.5,5,random,3,0.8266542404473439,fl5spwga,CEM_adam_lr1e-03_bs512_lam_c0.5_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,0.5,5,random,4,0.8267873785115164,fl5spwga,CEM_adam_lr1e-03_bs512_lam_c0.5_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,0.5,5,random,5,0.8275862068965517,fl5spwga,CEM_adam_lr1e-03_bs512_lam_c0.5_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,0.5,5,random,6,0.8277193449607243,fl5spwga,CEM_adam_lr1e-03_bs512_lam_c0.5_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,0.5,5,random,7,0.828118759153242,fl5spwga,CEM_adam_lr1e-03_bs512_lam_c0.5_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,0.5,5,random,8,0.8285181733457595,fl5spwga,CEM_adam_lr1e-03_bs512_lam_c0.5_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,0.5,5,random,9,0.8286513114099321,fl5spwga,CEM_adam_lr1e-03_bs512_lam_c0.5_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,0.5,5,random,10,0.8289175875382772,fl5spwga,CEM_adam_lr1e-03_bs512_lam_c0.5_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,0.5,5,random,11,0.8293170017307948,fl5spwga,CEM_adam_lr1e-03_bs512_lam_c0.5_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,0.5,5,random,12,0.8301158301158301,fl5spwga,CEM_adam_lr1e-03_bs512_lam_c0.5_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,0.5,5,random,13,0.8306483823725203,fl5spwga,CEM_adam_lr1e-03_bs512_lam_c0.5_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,0.5,5,random,14,0.8311809346292105,fl5spwga,CEM_adam_lr1e-03_bs512_lam_c0.5_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,0.5,5,random,15,0.8319797630142458,fl5spwga,CEM_adam_lr1e-03_bs512_lam_c0.5_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,0.5,5,random,16,0.832778591399281,fl5spwga,CEM_adam_lr1e-03_bs512_lam_c0.5_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,0.5,5,random,17,0.8330448675276262,fl5spwga,CEM_adam_lr1e-03_bs512_lam_c0.5_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,1,random,0,0.8318466249500732,tihyc1gj,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_1,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,1,random,1,0.8315803488217282,tihyc1gj,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_1,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,1,random,2,0.8315803488217282,tihyc1gj,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_1,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,1,random,3,0.8309146585008654,tihyc1gj,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_1,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,1,random,4,0.8309146585008654,tihyc1gj,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_1,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,1,random,5,0.8303821062441752,tihyc1gj,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_1,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,1,random,6,0.8298495539874851,tihyc1gj,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_1,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,1,random,7,0.8295832778591399,tihyc1gj,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_1,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,1,random,8,0.8301158301158301,tihyc1gj,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_1,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,1,random,9,0.8303821062441752,tihyc1gj,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_1,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,1,random,10,0.8307815204366928,tihyc1gj,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_1,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,1,random,11,0.8305152443083478,tihyc1gj,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_1,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,1,random,12,0.8310477965650379,tihyc1gj,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_1,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,1,random,13,0.8309146585008654,tihyc1gj,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_1,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,1,random,14,0.8306483823725203,tihyc1gj,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_1,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,1,random,15,0.8305152443083478,tihyc1gj,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_1,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,1,random,16,0.8306483823725203,tihyc1gj,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_1,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,1,random,17,0.8307815204366928,tihyc1gj,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_1,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,2,random,0,0.8247903075489282,8xwe42sw,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_2,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,2,random,1,0.8243908933564106,8xwe42sw,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_2,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,2,random,2,0.8246571694847556,8xwe42sw,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_2,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,2,random,3,0.8243908933564106,8xwe42sw,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_2,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,2,random,4,0.8239914791638929,8xwe42sw,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_2,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,2,random,5,0.8241246172280655,8xwe42sw,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_2,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,2,random,6,0.8239914791638929,8xwe42sw,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_2,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,2,random,7,0.8242577552922381,8xwe42sw,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_2,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,2,random,8,0.8241246172280655,8xwe42sw,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_2,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,2,random,9,0.8243908933564106,8xwe42sw,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_2,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,2,random,10,0.8243908933564106,8xwe42sw,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_2,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,2,random,11,0.8245240314205832,8xwe42sw,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_2,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,2,random,12,0.8247903075489282,8xwe42sw,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_2,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,2,random,13,0.8246571694847556,8xwe42sw,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_2,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,2,random,14,0.8250565836772733,8xwe42sw,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_2,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,2,random,15,0.8246571694847556,8xwe42sw,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_2,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,2,random,16,0.8243908933564106,8xwe42sw,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_2,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,2,random,17,0.8247903075489282,8xwe42sw,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_2,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,3,random,0,0.8307815204366928,wnnlxbqv,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_3,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,3,random,1,0.8306483823725203,wnnlxbqv,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_3,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,3,random,2,0.8309146585008654,wnnlxbqv,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_3,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,3,random,3,0.8309146585008654,wnnlxbqv,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_3,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,3,random,4,0.8307815204366928,wnnlxbqv,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_3,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,3,random,5,0.8311809346292105,wnnlxbqv,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_3,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,3,random,6,0.8314472107575556,wnnlxbqv,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_3,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,3,random,7,0.8318466249500732,wnnlxbqv,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_3,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,3,random,8,0.8318466249500732,wnnlxbqv,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_3,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,3,random,9,0.8317134868859006,wnnlxbqv,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_3,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,3,random,10,0.8322460391425909,wnnlxbqv,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_3,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,3,random,11,0.8321129010784183,wnnlxbqv,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_3,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,3,random,12,0.8321129010784183,wnnlxbqv,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_3,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,3,random,13,0.8318466249500732,wnnlxbqv,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_3,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,3,random,14,0.8321129010784183,wnnlxbqv,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_3,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,3,random,15,0.8321129010784183,wnnlxbqv,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_3,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,3,random,16,0.832778591399281,wnnlxbqv,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_3,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,3,random,17,0.8326454533351085,wnnlxbqv,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_3,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,4,random,0,0.8262548262548263,m3t1bxw1,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_4,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,4,random,1,0.8259885501264812,m3t1bxw1,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_4,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,4,random,2,0.8259885501264812,m3t1bxw1,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_4,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,4,random,3,0.8261216881906537,m3t1bxw1,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_4,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,4,random,4,0.8261216881906537,m3t1bxw1,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_4,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,4,random,5,0.8261216881906537,m3t1bxw1,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_4,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,4,random,6,0.8261216881906537,m3t1bxw1,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_4,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,4,random,7,0.8265211023831713,m3t1bxw1,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_4,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,4,random,8,0.8261216881906537,m3t1bxw1,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_4,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,4,random,9,0.8258554120623086,m3t1bxw1,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_4,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,4,random,10,0.825722273998136,m3t1bxw1,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_4,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,4,random,11,0.8253228598056185,m3t1bxw1,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_4,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,4,random,12,0.825722273998136,m3t1bxw1,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_4,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,4,random,13,0.8251897217414459,m3t1bxw1,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_4,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,4,random,14,0.8253228598056185,m3t1bxw1,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_4,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,4,random,15,0.8255891359339635,m3t1bxw1,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_4,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,4,random,16,0.8261216881906537,m3t1bxw1,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_4,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,4,random,17,0.8261216881906537,m3t1bxw1,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_4,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,5,random,0,0.8302489681800027,ui32mzig,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,5,random,1,0.8301158301158301,ui32mzig,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,5,random,2,0.8295832778591399,ui32mzig,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,5,random,3,0.8301158301158301,ui32mzig,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,5,random,4,0.8290507256024497,ui32mzig,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,5,random,5,0.8290507256024497,ui32mzig,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,5,random,6,0.8286513114099321,ui32mzig,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,5,random,7,0.8279856210890694,ui32mzig,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,5,random,8,0.8279856210890694,ui32mzig,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,5,random,9,0.8270536546398616,ui32mzig,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,5,random,10,0.8273199307682066,ui32mzig,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,5,random,11,0.8270536546398616,ui32mzig,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,5,random,12,0.8266542404473439,ui32mzig,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,5,random,13,0.826920516575689,ui32mzig,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,5,random,14,0.8266542404473439,ui32mzig,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,5,random,15,0.8259885501264812,ui32mzig,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,5,random,16,0.8259885501264812,ui32mzig,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_5,interv/random_group_level_True_use_prior_False/curve_table
CEM,1.0,5,random,17,0.8265211023831713,ui32mzig,CEM_adam_lr1e-03_bs512_lam_c1.0_fold_5,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,1,random,0,0.8160031953135402,7epgj02l,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_1,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,1,random,1,0.8164026095060578,7epgj02l,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_1,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,1,random,2,0.8168020236985755,7epgj02l,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_1,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,1,random,3,0.8180002662761283,7epgj02l,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_1,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,1,random,4,0.8187990946611636,7epgj02l,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_1,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,1,random,5,0.8197310611103714,7epgj02l,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_1,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,1,random,6,0.8215949940087871,7epgj02l,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_1,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,1,random,7,0.8227932365863401,7epgj02l,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_1,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,1,random,8,0.8241246172280655,7epgj02l,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_1,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,1,random,9,0.8249234456131008,7epgj02l,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_1,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,1,random,10,0.8262548262548263,7epgj02l,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_1,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,1,random,11,0.8265211023831713,7epgj02l,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_1,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,1,random,12,0.828118759153242,7epgj02l,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_1,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,1,random,13,0.8290507256024497,7epgj02l,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_1,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,1,random,14,0.8297164159233125,7epgj02l,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_1,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,1,random,15,0.8310477965650379,7epgj02l,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_1,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,1,random,16,0.8321129010784183,7epgj02l,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_1,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,1,random,17,0.8330448675276262,7epgj02l,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_1,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,2,random,0,0.8226600985221675,zp0avzau,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_2,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,2,random,1,0.8234589269072028,zp0avzau,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_2,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,2,random,2,0.8249234456131008,zp0avzau,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_2,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,2,random,3,0.8267873785115164,zp0avzau,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_2,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,2,random,4,0.8293170017307948,zp0avzau,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_2,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,2,random,5,0.8305152443083478,zp0avzau,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_2,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,2,random,6,0.8313140726933831,zp0avzau,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_2,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,2,random,7,0.8322460391425909,zp0avzau,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_2,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,2,random,8,0.8338436959126614,zp0avzau,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_2,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,2,random,9,0.8349088004260418,zp0avzau,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_2,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,2,random,10,0.8361070430035947,zp0avzau,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_2,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,2,random,11,0.8378378378378378,zp0avzau,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_2,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,2,random,12,0.8387698042870456,zp0avzau,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_2,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,2,random,13,0.8411662894421515,zp0avzau,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_2,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,2,random,14,0.8420982558913593,zp0avzau,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_2,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,2,random,15,0.843962188789775,zp0avzau,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_2,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,2,random,16,0.8455598455598455,zp0avzau,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_2,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,2,random,17,0.8472906403940886,zp0avzau,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_2,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,3,random,0,0.8218612701371322,4m0mpscq,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_3,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,3,random,1,0.8226600985221675,4m0mpscq,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_3,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,3,random,2,0.8233257888430302,4m0mpscq,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_3,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,3,random,3,0.8239914791638929,4m0mpscq,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_3,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,3,random,4,0.8251897217414459,4m0mpscq,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_3,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,3,random,5,0.825722273998136,4m0mpscq,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_3,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,3,random,6,0.8270536546398616,4m0mpscq,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_3,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,3,random,7,0.8277193449607243,4m0mpscq,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_3,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,3,random,8,0.828385035281587,4m0mpscq,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_3,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,3,random,9,0.8299826920516575,4m0mpscq,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_3,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,3,random,10,0.8321129010784183,4m0mpscq,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_3,interv/random_group_level_True_use_prior_False/curve_table
GCCEM,0.1,3,random,11,0.8333111436559713,4m0mpscq,GCCEM_adam_lr5e-04_bs512_lam1_none_lam_c0.1_shared_critic_fold_3,interv/random_group_level_True_use_prior_False/curve_table
